NAME_0,NAME_1,NAME_2,longitude,latitude
India,Bihar,Araria,87.34623316348586,26.200806423798987
India,Bihar,Arwal,84.68284214297509,25.16274853256586
India,Bihar,Aurangabad,84.40448204289247,24.793624818280225
India,Bihar,Aurangabad,84.40448204289247,24.793624818280225
India,Bihar,Banka,86.83421590822266,24.851934933279978
India,Bihar,Begusarai,86.12361436839711,25.495600218190763
India,Bihar,Bhagalpur,87.07725989578393,25.26924571597922
India,Bihar,Bhojpur,84.53556132800624,25.47040473044529
India,Bihar,Buxar,84.09350223907208,25.493155698587408
India,Bihar,Darbhanga,86.01743804401922,26.114683666805842
India,Bihar,Gaya,84.92838201975245,24.698684874458984
India,Bihar,Gopalganj,84.36829456234231,26.445064937793482
India,Bihar,Jamui,86.28854756091016,24.78548597351204
India,Bihar,Jehanabad,85.02165589405804,25.15618327569586
India,Bihar,Katihar,87.63888288816487,25.5451593364622
India,Bihar,Khagaria,86.59624149689616,25.512262241578885
India,Bihar,Kishanganj,87.92910355681973,26.295363318121588
India,Bihar,Lakhisarai,86.12817375430598,25.159737857979508
India,Bihar,Madhepura,86.88931311335483,25.826078118262625
India,Bihar,Madhubani,86.2118027330792,26.406223526951617
India,Bihar,Munger,86.5269601235707,25.211138162851164
India,Bihar,Muzaffarpur,85.32246146390504,26.152526292270466
India,Bihar,Nalanda,85.44841103187836,25.22128668941213
India,Bihar,Nawada,85.58705662556734,24.810985662271356
India,Bihar,Pashchim Champaran,84.33676696875467,27.079501769461775
India,Bihar,Patna,85.21433241404353,25.457242192339514
India,Bihar,Purnia,87.40051471946875,25.816121584358527
India,Bihar,Rohtas,84.01973522047524,24.980655794243297
India,Bihar,Saharsa,86.58260746801258,25.81692386340408
India,Bihar,Samastipur,85.89603263219747,25.77765923699096
India,Bihar,Saran,84.81697681001033,25.906198436188177
India,Bihar,Sheikhpura,85.81459534900176,25.13154553694866
India,Bihar,Sheohar,85.32268190190587,26.484825885431466
India,Bihar,Sitamarhi,85.55704574237645,26.596611657279976
India,Bihar,Siwan,84.38079574553038,26.162853869587693
India,Bihar,Supaul,86.79186090971257,26.24678872439392
India,Bihar,Vaishali,85.36202548797633,25.763019029957636
India,Chhattisgarh,Baloda Bazar,82.32148159363555,21.579062357704068
India,Chhattisgarh,Balod,81.15663846688165,20.687360189822915
India,Chhattisgarh,Balrampur,83.49434103779419,23.588631738574552
India,Chhattisgarh,Balrampur,83.49434103779419,23.588631738574552
India,Chhattisgarh,Bastar,81.83367778181795,19.084225419790435
India,Chhattisgarh,Bemetara,81.51931190297601,21.707227318880474
India,Chhattisgarh,Bijapur,80.76853318573332,18.838284426064668
India,Chhattisgarh,Bijapur,80.76853318573332,18.838284426064668
India,Chhattisgarh,Bilaspur,82.06948598373822,22.40512152890472
India,Chhattisgarh,Bilaspur,82.06948598373822,22.40512152890472
India,Chhattisgarh,Dantewada,81.37552468428676,18.817872793453148
India,Chhattisgarh,Dhamtari,81.80334764226717,20.553082109313756
India,Chhattisgarh,Durg,81.35495141887924,21.15182719805672
India,Chhattisgarh,Janjgir-Champa,82.7306531796828,21.924432791209362
India,Chhattisgarh,Jashpur,83.85863728290504,22.79875736355506
India,Chhattisgarh,Kondagaon,81.6571991716845,19.740077703748113
India,Chhattisgarh,Korba,82.60352645397411,22.532420561865244
India,Chhattisgarh,Mahasamund,82.60366092966144,21.203206386150374
India,Chhattisgarh,Mungeli,81.72532968825857,22.239388877573464
India,Chhattisgarh,Narayanpur,81.07096140512816,19.57122319713524
India,Chhattisgarh,Raipur,81.84979911109261,21.222813438412842
India,Chhattisgarh,Sukma,81.34295825384598,18.25317935867303
India,Chhattisgarh,Surajpur,82.87600641139267,23.40354885940474
India,Chhattisgarh,Surguja,83.22041279177752,22.927103729727204
India,Goa,North Goa,73.98406110381235,15.550964530043613
India,Goa,South Goa,74.12038087418117,15.195394176308398
India,Gujarat,Ahmadabad,72.20327267746697,22.72727720229357
India,Gujarat,Amreli,71.26364994064171,21.421025702589795
India,Gujarat,Anand,72.79101577649072,22.45024868485865
India,Gujarat,Banas Kantha,72.03944991858606,24.28101994239377
India,Gujarat,Bharuch,72.92287959051068,21.78730773537871
India,Gujarat,Bhavnagar,71.92323212047685,21.598148236915222
India,Gujarat,Botad,71.61143868334034,22.04084963612916
India,Gujarat,Devbhumi Dwarka,69.47272723630127,22.124185509063263
India,Gujarat,Gandhinagar,72.69959650022899,23.208002404617975
India,Gujarat,Gir Somnath,70.62187398157833,20.92540026237785
India,Gujarat,Jamnagar,70.23195463611593,22.33655544759962
India,Gujarat,Junagadh,70.57102380113551,21.255752111740676
India,Gujarat,Kachchh,69.96716133001125,23.625399577155
India,Gujarat,Kheda,73.02346937880964,22.87641596598334
India,Gujarat,Mahesana,72.49636126979384,23.57952947946575
India,Gujarat,Mahisagar,73.76860165391612,23.207256456961254
India,Gujarat,Morbi,70.93666165324484,22.824488464403466
India,Gujarat,Narmada,73.65749974797812,21.71150534632908
India,Gujarat,Navsari,73.10335846333643,20.81251291695172
India,Gujarat,Panch Mahals,73.61154246357314,22.734345012980228
India,Gujarat,Patan,71.8001625470473,23.767917613378092
India,Gujarat,Porbandar,69.80212734389298,21.637778598681326
India,Gujarat,Rajkot,70.76062085299152,22.015029693035245
India,Gujarat,Sabar Kantha,73.0375188312707,23.804734534763725
India,Gujarat,Surat,73.07407898611069,21.264138339386335
India,Gujarat,Surendranagar,71.60649771165893,22.76785390803244
India,Gujarat,Tapi,73.6381852981967,21.19236400889549
India,Gujarat,Vadodara,73.24962970410348,22.245806871243968
India,Gujarat,Valsad,73.12211882220687,20.41834826660454
India,Haryana,Ambala,76.96608671908366,30.35854015487887
India,Haryana,Bhiwani,75.95756044709599,28.724096333120762
India,Haryana,Faridabad,77.29630938619053,28.235103266963478
India,Haryana,Fatehabad,75.56908914887954,29.579313342652043
India,Haryana,Hisar,75.80474982647709,29.22039492915809
India,Haryana,Jhajjar,76.61653315999436,28.592375491719512
India,Haryana,Jind,76.29395786662765,29.442431791729675
India,Haryana,Kaithal,76.40781764899918,29.81602352587678
India,Haryana,Karnal,76.88093563368238,29.6969271374165
India,Haryana,Kurukshetra,76.82974625492015,30.049895780796927
India,Haryana,Mahendragarh,76.13633286445632,28.17826088333138
India,Haryana,Mewat,77.03767078096783,27.987064519691895
India,Haryana,Palwal,77.36050503223481,28.06511390788671
India,Haryana,Panchkula,76.95854906172018,30.710095100259686
India,Haryana,Panipat,76.91545499008622,29.33742151880353
India,Haryana,Rewari,76.55527760624658,28.210452306358977
India,Haryana,Rohtak,76.51108115795712,28.914147348459743
India,Haryana,Sirsa,74.89202569429763,29.616302741937776
India,Haryana,Sonipat,76.86412452228559,29.06547089672506
India,Haryana,Yamunanagar,77.33025402349915,30.257528130821402
India,Himachal Pradesh,Chamba,76.33764139432213,32.678322091779314
India,Himachal Pradesh,Hamirpur,76.51100401457991,31.670532875242607
India,Himachal Pradesh,Hamirpur,76.51100401457991,31.670532875242607
India,Himachal Pradesh,Kangra,76.30224822495848,32.11033015236438
India,Himachal Pradesh,Kinnaur,78.39687128992463,31.601358337380457
India,Himachal Pradesh,Kullu,77.38444877679893,31.90784167420586
India,Himachal Pradesh,Mandi,76.9779344485801,31.641452204025395
India,Himachal Pradesh,Shimla,77.61780441459734,31.20135195503559
India,Himachal Pradesh,Sirmaur,77.41744737615636,30.672101448976097
India,Himachal Pradesh,Solan,76.89569492531413,31.04658426049983
India,Himachal Pradesh,Una,76.19571289060151,31.58272311534208
India,Jammu and Kashmir,Anantnag,75.31950877786865,33.82156781291883
India,Jammu and Kashmir,Badgam,74.62583619834196,33.91328611904955
India,Jammu and Kashmir,Baramulla,74.33737533373417,34.18058410570075
India,Jammu and Kashmir,Doda,75.68745204343998,33.11079376460649
India,Jammu and Kashmir,Ganderbal,75.02968378915301,34.287771036567094
India,Jammu and Kashmir,Jammu,74.73185648394305,32.79913747528153
India,Jammu and Kashmir,Kathua,75.55656679879144,32.572991709674284
India,Jammu and Kashmir,Kishtwar,75.95035215380909,33.546128814078784
India,Jammu and Kashmir,Kulgam,74.85145231378091,33.59892895355903
India,Jammu and Kashmir,Kupwara,74.19264059086828,34.52670611390289
India,Jammu and Kashmir,Poonch,74.26043461132436,33.70829880544352
India,Jammu and Kashmir,Pulwama,75.04290218256001,33.96730499327342
India,Jammu and Kashmir,Ramban,75.171746305623,33.33394702203281
India,Jammu and Kashmir,Reasi,74.82188063262514,33.222185143251465
India,Jammu and Kashmir,Samba,75.05076572251987,32.6041424703576
India,Jammu and Kashmir,Srinagar,74.89834858669256,34.12935326189549
India,Jammu and Kashmir,Udhampur,75.27850898715012,32.90808644522995
India,Jharkhand,Bokaro,85.98753914754681,23.6916687295585
India,Jharkhand,Chatra,84.88021609725126,24.17309810611552
India,Jharkhand,Deoghar,86.73520843660232,24.326807212615105
India,Jharkhand,Dhanbad,86.47081810767209,23.830305771905586
India,Jharkhand,Dumka,87.2611648502119,24.318339285554718
India,Jharkhand,Garhwa,83.68971715689803,24.1033794861883
India,Jharkhand,Giridih,86.10391796233168,24.29685082978196
India,Jharkhand,Godda,87.30630655562535,24.858783081311774
India,Jharkhand,Gumla,84.52778655237961,23.100720625320907
India,Jharkhand,Hazaribagh,85.42092135608307,24.077538336184123
India,Jharkhand,Jamtara,86.91165901685955,23.975283257053277
India,Jharkhand,Khunti,85.26772441145775,23.000040569535063
India,Jharkhand,Latehar,84.43610109051176,23.717188387158284
India,Jharkhand,Lohardaga,84.66307128487492,23.47458477010732
India,Jharkhand,Pakur,87.65833573362,24.56191209887251
India,Jharkhand,Palamu,84.15857359184066,24.200235596699617
India,Jharkhand,Ramgarh,85.55407669965308,23.627389843867725
India,Jharkhand,Ranchi,85.36569400726708,23.331062053077627
India,Jharkhand,Simdega,84.55962042961794,22.577731812683847
India,Karnataka,Bidar,77.22350402306886,17.95022208396288
India,Karnataka,Chitradurga,76.51248936822311,14.16205121004363
India,Karnataka,Dakshina Kannada,75.2667684408567,12.833054513006415
India,Karnataka,Davanagere,75.93132824762104,14.351501978983858
India,Karnataka,Gadag,75.66666991102534,15.427803572912351
India,Karnataka,Hassan,76.10490312074434,12.989597267771755
India,Karnataka,Haveri,75.41850572188247,14.734452734647695
India,Karnataka,Kodagu,75.79915236264628,12.3187406245835
India,Karnataka,Kolar,78.20854177362871,13.12876488910859
India,Karnataka,Koppal,76.22041060186953,15.558022237840323
India,Karnataka,Mandya,76.79049069334258,12.60358581034864
India,Karnataka,Raichur,76.89009900407835,16.085554624630998
India,Karnataka,Ramanagara,77.32770496491784,12.67000373124106
India,Karnataka,Udupi,74.88276070307482,13.464781429520219
India,Karnataka,Uttara Kannada,74.62394327389012,14.787562826414502
India,Karnataka,Yadgir,76.91123531243305,16.622761416647847
India,Kerala,Alappuzha,76.44597592882901,9.413453622471318
India,Kerala,Ernakulam,76.47423387863473,10.055314938417672
India,Kerala,Idukki,77.01325046489627,9.873758335743364
India,Kerala,Kannur,75.53609381452792,11.992362423815118
India,Kerala,Kollam,76.86771097643438,8.954113992466537
India,Kerala,Kottayam,76.6486930189736,9.628318359369597
India,Kerala,Kozhikode,75.83150225386846,11.48078207581314
India,Kerala,Malappuram,76.1515766767352,11.129253709109312
India,Kerala,Palakkad,76.54830970134103,10.787205420519276
India,Kerala,Pathanamthitta,76.91342013079081,9.27609957683826
India,Kerala,Thiruvananthapuram,77.00468824895867,8.60624906071084
India,Kerala,Thrissur,76.31187393275303,10.465609130229895
India,Kerala,Wayanad,76.09162566983942,11.704894400966575
India,Madhya Pradesh,Alirajpur,74.36768300330158,22.315783240230658
India,Madhya Pradesh,Anuppur,81.8720353753008,23.14842269028353
India,Madhya Pradesh,Balaghat,80.35392910486092,21.88125375821518
India,Madhya Pradesh,Barwani,75.02330475945988,21.789636635134748
India,Madhya Pradesh,Betul,77.867034821122,21.879751224590716
India,Madhya Pradesh,Bhind,78.71485018127504,26.42650112371283
India,Madhya Pradesh,Bhopal,77.39179098285564,23.481945943933823
India,Madhya Pradesh,Burhanpur,76.36909150805971,21.374358757119083
India,Madhya Pradesh,Chhatarpur,79.65755942065823,24.802204698675553
India,Madhya Pradesh,Chhindwara,78.85003454660037,22.123429022266777
India,Madhya Pradesh,Damoh,79.5205259582763,23.816275748810455
India,Madhya Pradesh,Datia,78.60677122687156,25.845331239668262
India,Madhya Pradesh,Dewas,76.45428243441341,22.74847741951014
India,Madhya Pradesh,Dhar,75.10523884227055,22.500172750723102
India,Madhya Pradesh,Dindori,81.0456200636798,22.835148194081455
India,Madhya Pradesh,Guna,77.19593277737181,24.55933170510412
India,Madhya Pradesh,Gwalior,78.13879230963504,26.04504562738163
India,Madhya Pradesh,Harda,77.11804883423945,22.237147660617264
India,Madhya Pradesh,Indore,75.781437053804,22.716273835038866
India,Madhya Pradesh,Jabalpur,79.94498853641058,23.174282175663645
India,Madhya Pradesh,Jhabua,74.67399520994893,22.89343075239386
India,Madhya Pradesh,Katni,80.33473372502624,23.703670115557017
India,Madhya Pradesh,Mandla,80.44732943955287,22.66599297614383
India,Madhya Pradesh,Mandsaur,75.4040688517704,24.215021983910685
India,Madhya Pradesh,Morena,77.86093973650156,26.419259061143517
India,Madhya Pradesh,Neemuch,75.14315564429705,24.60921462794741
India,Madhya Pradesh,Panna,80.18546259693333,24.424990345864916
India,Madhya Pradesh,Raisen,78.11335767603524,23.22067051754935
India,Madhya Pradesh,Rajgarh,76.73110175484301,23.8653750234865
India,Madhya Pradesh,Ratlam,75.09013443429502,23.504176803527788
India,Madhya Pradesh,Rewa,81.5815073658697,24.75817049089258
India,Madhya Pradesh,Sagar,78.75275380176446,23.851919073593564
India,Madhya Pradesh,Satna,80.82548752977198,24.53606099054845
India,Madhya Pradesh,Sehore,77.12512132971462,22.99478219693506
India,Madhya Pradesh,Seoni,79.68391716837846,22.317319749142477
India,Madhya Pradesh,Shahdol,81.43297485309792,23.46327803972622
India,Madhya Pradesh,Shajapur,76.55811081433826,23.38630639344166
India,Madhya Pradesh,Sheopur,77.00484608711712,25.758115248192997
India,Madhya Pradesh,Shivpuri,77.8061480006997,25.3678421115424
India,Madhya Pradesh,Sidhi,81.8273932297538,24.22199726872822
India,Madhya Pradesh,Singrauli,82.41282997093188,24.21839264828764
India,Madhya Pradesh,Tikamgarh,78.93955092219912,24.993083928540894
India,Madhya Pradesh,Ujjain,75.66734680897417,23.33519261674295
India,Madhya Pradesh,Umaria,80.91357690902386,23.6064872993288
India,Madhya Pradesh,Vidisha,77.8082436092528,23.89694193906197
India,Maharashtra,Akola,77.04456579945091,20.750285420644296
India,Maharashtra,Amravati,77.56873457659859,21.189297156116407
India,Maharashtra,Bhandara,79.86916178131882,21.159915754498137
India,Maharashtra,Chandrapur,79.43777723072249,20.116742184382463
India,Maharashtra,Dhule,74.60495445553455,21.11152060569562
India,Maharashtra,Hingoli,77.1165730619164,19.6153478095871
India,Maharashtra,Jalgaon,75.49131842192595,20.937425064042444
India,Maharashtra,Jalna,75.98260686539591,19.819725692747333
India,Maharashtra,Kolhapur,74.16729996670091,16.466794001073215
India,Maharashtra,Latur,76.75954490956428,18.37348473252526
India,Maharashtra,Nagpur,79.08204064880029,21.176935802653837
India,Maharashtra,Nanded,77.62064375499762,19.115179887849063
India,Maharashtra,Nandurbar,74.219907672922,21.547217834343954
India,Maharashtra,Nashik,74.07783818514743,20.260003017329602
India,Maharashtra,Osmanabad,76.03923706278384,18.18822589362255
India,Maharashtra,Palghar,72.88829047525348,19.97766228702877
India,Maharashtra,Palghar,72.88829047525348,19.97766228702877
India,Maharashtra,Palghar,72.88829047525348,19.97766228702877
India,Maharashtra,Palghar,72.88829047525348,19.97766228702877
India,Maharashtra,Palghar,72.88829047525348,19.97766228702877
India,Maharashtra,Palghar,72.88829047525348,19.97766228702877
India,Maharashtra,Palghar,72.88829047525348,19.97766228702877
India,Maharashtra,Palghar,72.88829047525348,19.97766228702877
India,Maharashtra,Palghar,73.05100870673701,19.747060506205806
India,Maharashtra,Palghar,73.05100870673701,19.747060506205806
India,Maharashtra,Palghar,73.05100870673701,19.747060506205806
India,Maharashtra,Palghar,73.05100870673701,19.747060506205806
India,Maharashtra,Palghar,73.05100870673701,19.747060506205806
India,Maharashtra,Palghar,73.05100870673701,19.747060506205806
India,Maharashtra,Palghar,73.05100870673701,19.747060506205806
India,Maharashtra,Palghar,73.05100870673701,19.747060506205806
India,Maharashtra,Parbhani,76.68153024007793,19.285775316621038
India,Maharashtra,Pune,74.07657986708273,18.570547179448024
India,Maharashtra,Raigarh,73.23018141785859,18.509931110134822
India,Maharashtra,Raigarh,73.23018141785859,18.509931110134822
India,Maharashtra,Ratnagiri,73.46052513266491,17.272678793256954
India,Maharashtra,Sangli,74.77482660373126,17.110715239436143
India,Maharashtra,Satara,74.18109412699071,17.66775235754394
India,Maharashtra,Sindhudurg,73.74296893871474,16.1322347861948
India,Maharashtra,Solapur,75.48515982644494,17.788824470999003
India,Maharashtra,Thane,73.3317697305993,19.359985740663323
India,Maharashtra,Wardha,78.58272722858595,20.79632095008145
India,Maharashtra,Washim,77.21651461327119,20.23844684191014
India,Maharashtra,Yavatmal,78.15805947724444,20.0839308517465
India,Manipur,Bishnupur,93.80276712268963,24.540119648814013
India,Manipur,Chandel,94.095503777861,24.24120418947337
India,Manipur,Churachandpur,93.42099620633293,24.30377657261947
India,Manipur,Imphal East,93.77619621128073,24.806310586387173
India,Manipur,Imphal West,93.87762532193598,24.807692170324234
India,Manipur,Senapati,94.0413097815467,25.201648543099303
India,Manipur,Tamenglong,93.5281183925377,24.951388006758616
India,Manipur,Thoubal,93.97348942766239,24.53614326369779
India,Manipur,Ukhrul,94.43563412769109,25.02613267769211
India,Meghalaya,East Garo Hills,90.67465464028567,25.680283515800966
India,Meghalaya,East Khasi Hills,91.80097199634166,25.385534352031204
India,Meghalaya,North Garo Hills,90.55385858836168,25.8830860543543
India,Meghalaya,Ri Bhoi,91.88741291380944,25.875180133155894
India,Meghalaya,South Garo Hills,90.59634492817268,25.30251479410879
India,Meghalaya,South West Garo Hills,89.94024925133904,25.4538145006341
India,Meghalaya,South West Khasi Hills,91.25025296860767,25.322473434744705
India,Meghalaya,West Garo Hills,90.18507753681763,25.61925164929274
India,Meghalaya,West Khasi Hills,91.26107581528247,25.602711927956786
India,Mizoram,Aizawl,92.8880736505241,23.836556335954988
India,Mizoram,Champhai,93.23731282304469,23.540237433386206
India,Mizoram,Kolasib,92.72764521571195,24.200562387631788
India,Mizoram,Lunglei,92.72407432832657,22.97405797767248
India,Mizoram,Mamit,92.46779537834564,23.755070577053804
India,Mizoram,Saiha,93.01462211722969,22.379360099935717
India,Mizoram,Serchhip,92.94708529227802,23.290033944936567
India,Nagaland,Dimapur,93.78742060213504,25.777667530904097
India,Nagaland,Kiphire,94.82571786397311,25.848550065109354
India,Nagaland,Kohima,94.10649881430474,25.767011941367972
India,Nagaland,Longleng,94.80286425647903,26.554892729048476
India,Nagaland,Mokokchung,94.53166014142847,26.477106223881886
India,Nagaland,Mon,95.02184913347361,26.68463756955956
India,Nagaland,Peren,93.61724357785337,25.49784814641256
India,Nagaland,Phek,94.53819510148526,25.652322239155403
India,Nagaland,Tuensang,94.88852416823107,26.17328254570548
India,Nagaland,Wokha,94.19261076721396,26.18961382382432
India,Nagaland,Zunheboto,94.48657926011641,26.00832708485097
India,Odisha,Baleshwar,86.90431344946349,21.48889819557619
India,Odisha,Bargarh,83.34625904177067,21.216645267312824
India,Odisha,Bhadrak,86.61670396404787,20.978616409085603
India,Odisha,Cuttack,85.69853953013397,20.443631214515364
India,Odisha,Dhenkanal,85.52026558769336,20.820109359608786
India,Odisha,Gajapati,84.15327987479188,19.165091431994774
India,Odisha,Ganjam,84.6586817602201,19.62176157839839
India,Odisha,Jagatsinghapur,86.32996117628086,20.21632255512924
India,Odisha,Jharsuguda,83.94776380648877,21.802840992440103
India,Odisha,Kalahandi,83.10171506720413,19.861868710730104
India,Odisha,Kandhamal,84.04012346658865,20.12263115447912
India,Odisha,Kendrapara,86.60466781865064,20.546886541390798
India,Odisha,Kendujhar,85.69919560823807,21.532253286441957
India,Odisha,Khordha,85.50524787294837,20.082552058320424
India,Odisha,Koraput,82.70720620183133,18.81116545025684
India,Odisha,Malkangiri,81.94802601190892,18.250500726496558
India,Odisha,Mayurbhanj,86.40586500852463,21.89067337663891
India,Odisha,Nabarangapur,82.329958098403,19.582510059797848
India,Odisha,Nayagarh,84.99291440233154,20.206194093236398
India,Odisha,Nuapada,82.57086358488127,20.461488542383428
India,Odisha,Puri,85.6984213786447,19.865765487931334
India,Odisha,Rayagada,83.50626509940935,19.35501693213399
India,Odisha,Sambalpur,84.27427710324017,21.447530852434312
India,Odisha,Sundargarh,84.5039283722222,22.076666009935153
India,Puducherry,Karaikal,79.79652665488685,10.91349373635471
India,Punjab,Amritsar,74.8933504248464,31.704498902199802
India,Punjab,Barnala,75.4932599235611,30.39922726325721
India,Punjab,Faridkot,74.76789177691722,30.61109605504741
India,Punjab,Fatehgarh Sahib,76.34949282945507,30.635638975022744
India,Punjab,Fazilka,74.14718789910856,30.257383855845042
India,Punjab,Gurdaspur,75.27919348565348,31.913703004289296
India,Punjab,Hoshiarpur,75.84461182590111,31.627329060797123
India,Punjab,Jalandhar,75.55370722794473,31.21380783505912
India,Punjab,Kapurthala,75.38977808103662,31.354827862527763
India,Punjab,Ludhiana,75.82411703478901,30.81069297376781
India,Punjab,Mansa,75.42839021735497,29.91072749945713
India,Punjab,Moga,75.15800306594367,30.76706397814183
India,Punjab,Pathankot,75.61441492801573,32.30267931989938
India,Punjab,Patiala,76.34884272203519,30.284001040929414
India,Punjab,Sangrur,75.85735300163527,30.21547981340299
India,Punjab,Tarn Taran,74.83632261067066,31.336005409575495
India,Rajasthan,Ajmer,74.7642518496749,26.228079924152574
India,Rajasthan,Alwar,76.5980045061927,27.596824485739024
India,Rajasthan,Banswara,74.36533615045684,23.477188405771546
India,Rajasthan,Baran,76.75188847027252,25.00045972653836
India,Rajasthan,Barmer,71.47896025496412,25.730182500356023
India,Rajasthan,Bharatpur,77.27077342680104,27.251200463820265
India,Rajasthan,Bhilwara,74.72686550519877,25.48307293808443
India,Rajasthan,Bikaner,73.07660017701343,28.19102754492459
India,Rajasthan,Bundi,75.77371292437864,25.474335002199137
India,Rajasthan,Churu,74.56158047892409,28.292704667032503
India,Rajasthan,Dausa,76.51993412554887,26.86609400222367
India,Rajasthan,Dungarpur,73.85793495842827,23.734164323228434
India,Rajasthan,Hanumangarh,74.59694825890871,29.2401410479418
India,Rajasthan,Jaipur,75.71827969040989,26.98375164272401
India,Rajasthan,Jaisalmer,70.90052935296472,27.070295779555025
India,Rajasthan,Jhalawar,76.19371570155242,24.333123599201496
India,Rajasthan,Jodhpur,72.78783352555263,26.749049674918293
India,Rajasthan,Karauli,76.93956151085314,26.52226616813793
India,Rajasthan,Kota,76.12541623594456,25.128637179086198
India,Rajasthan,Nagaur,74.18374438811149,27.066399843050814
India,Rajasthan,Pali,73.52097224079232,25.708695748836114
India,Rajasthan,Pratapgarh,74.68122926653884,24.030864738773232
India,Rajasthan,Pratapgarh,74.68122926653884,24.030864738773232
India,Rajasthan,Rajsamand,73.8753186719125,25.1974250625192
India,Rajasthan,Sawai Madhopur,76.44437776619054,26.192758980298237
India,Rajasthan,Sikar,75.28126187001484,27.64002140525754
India,Rajasthan,Sirohi,72.77903187084053,24.758427123248094
India,Rajasthan,Tonk,75.66734050527435,26.150000447218062
India,Rajasthan,Udaipur,73.71456744949099,24.41103686128349
India,Tamil Nadu,Ariyalur,79.22818711371312,11.146720099018644
India,Tamil Nadu,Coimbatore,76.93088902949748,10.826766505326752
India,Tamil Nadu,Cuddalore,79.44522850321525,11.525092972415624
India,Tamil Nadu,Dharmapuri,78.18379797312492,12.086370205588018
India,Tamil Nadu,Dindigul,77.80498330785514,10.379260158336583
India,Tamil Nadu,Erode,77.40362306439107,11.494909201156858
India,Tamil Nadu,Kanniyakumari,77.34650879524867,8.306035715094318
India,Tamil Nadu,Karur,78.11836937868738,10.831786305026782
India,Tamil Nadu,Krishnagiri,78.02161189332627,12.479197290654158
